BEAT,SPEAKER,TEXT,TRAUMA_R,ENTROPY_H,BASELINE_B,ARRHYTHMIA_α,NEO_RIEMANNIAN_OP,CLINICAL_HEALTH_SCORE
2528,STAGE,I pray desire her call her wisedome to her.,0.59,0.3,0.26,0.2,L,4/10
2529,STAGE,So fare you well:,0.59,0.3,0.26,0.2,L,4/10
2530,STAGE,"If you do chance to heare of that blinde Traitor,",0.59,0.3,0.26,0.2,L,4/10
2531,STAGE,"Preferment fals on him, that cuts him off",0.59,0.3,0.26,0.2,L,4/10
2532,STAGE,"Stew. Would I could meet Madam, I should shew",0.69,0.3,0.26,0.2,P,3/10
2533,STAGE,What party I do follow,0.59,0.3,0.26,0.2,L,4/10
2534,STAGE,Reg. Fare thee well.,0.59,0.3,0.26,0.2,L,4/10
2535,STAGE,Exeunt.,0.59,0.3,0.26,0.2,L,4/10
2536,STAGE,Scena Quinta.,0.59,0.3,0.26,0.2,L,4/10
2537,STAGE,"Enter Gloucester, and Edgar.",0.59,0.3,0.26,0.2,L,4/10
2538,STAGE,Glou. When shall I come to th' top of that same hill?,0.59,0.5,0.26,0.2,L,4/10
2539,STAGE,Edg. You do climbe vp it now. Look how we labor,0.59,0.3,0.26,0.2,L,4/10
2540,STAGE,Glou. Me thinkes the ground is eeuen,0.59,0.3,0.26,0.2,L,4/10
2541,STAGE,Edg. Horrible steepe.,0.59,0.3,0.26,0.2,L,4/10
2542,STAGE,"Hearke, do you heare the Sea?",0.59,0.5,0.26,0.2,L,4/10
2543,STAGE,Glou. No truly,0.59,0.3,0.26,0.2,L,4/10
2544,STAGE,Edg. Why then your other Senses grow imperfect,0.59,0.3,0.26,0.2,L,4/10
2545,STAGE,By your eyes anguish,0.59,0.3,0.26,0.2,L,4/10
2546,STAGE,Glou. So may it be indeed.,0.59,0.3,0.26,0.2,L,4/10
2547,STAGE,"Me thinkes thy voyce is alter'd, and thou speak'st",0.59,0.3,0.26,0.2,L,4/10
2548,STAGE,"In better phrase, and matter then thou did'st",0.6,0.3,0.26,0.2,L,4/10
2549,STAGE,Edg. Y'are much deceiu'd: In nothing am I chang'd,0.6,0.3,0.26,0.2,L,4/10
2550,STAGE,But in my Garments,0.6,0.3,0.26,0.2,L,4/10
2551,STAGE,Glou. Me thinkes y'are better spoken,0.6,0.3,0.26,0.2,L,4/10
2552,STAGE,"Edg. Come on Sir,",0.6,0.3,0.25,0.2,L,4/10
2553,STAGE,Heere's the place: stand still: how fearefull,0.6,0.3,0.25,0.2,L,4/10
2554,STAGE,"And dizie 'tis, to cast ones eyes so low,",0.6,0.3,0.25,0.2,L,4/10
2555,STAGE,"The Crowes and Choughes, that wing the midway ayre",0.6,0.3,0.25,0.2,L,4/10
2556,STAGE,Shew scarse so grosse as Beetles. Halfe way downe,0.6,0.3,0.25,0.2,L,4/10
2557,STAGE,Hangs one that gathers Sampire: dreadfull Trade:,0.6,0.3,0.25,0.2,L,4/10
2558,STAGE,Me thinkes he seemes no bigger then his head.,0.6,0.3,0.25,0.2,L,4/10
2559,STAGE,"The Fishermen, that walk'd vpon the beach",0.6,0.3,0.25,0.2,L,4/10
2560,STAGE,"Appeare like Mice: and yond tall Anchoring Barke,",0.6,0.3,0.25,0.2,L,4/10
2561,STAGE,"Diminish'd to her Cocke: her Cocke, a Buoy",0.6,0.3,0.25,0.2,L,4/10
2562,STAGE,"Almost too small for sight. The murmuring Surge,",0.6,0.3,0.25,0.2,L,4/10
2563,STAGE,That on th' vnnumbred idle Pebble chafes,0.6,0.3,0.25,0.2,L,4/10
2564,STAGE,"Cannot be heard so high. Ile looke no more,",0.6,0.3,0.25,0.2,L,4/10
2565,STAGE,"Least my braine turne, and the deficient sight",0.6,0.3,0.25,0.2,L,4/10
2566,STAGE,Topple downe headlong,0.6,0.3,0.25,0.2,L,4/10
2567,STAGE,Glou. Set me where you stand,0.6,0.3,0.25,0.2,L,4/10
2568,STAGE,Edg. Giue me your hand:,0.6,0.3,0.25,0.2,L,4/10
2569,STAGE,You are now within a foote of th' extreme Verge:,0.6,0.3,0.25,0.2,P,3/10
2570,STAGE,For all beneath the Moone would I not leape vpright,0.6,0.3,0.25,0.2,P,3/10
2571,STAGE,Glou. Let go my hand:,0.6,0.3,0.25,0.2,P,3/10
2572,STAGE,"Heere Friend's another purse: in it, a Iewell",0.6,0.3,0.25,0.2,P,3/10
2573,STAGE,"Well worth a poore mans taking. Fayries, and Gods",0.6,0.3,0.25,0.2,P,3/10
2574,STAGE,"Prosper it with thee. Go thou further off,",0.6,0.3,0.25,0.2,P,3/10
2575,STAGE,"Bid me farewell, and let me heare thee going",0.6,0.3,0.25,0.2,P,3/10
2576,STAGE,"Edg. Now fare ye well, good Sir",0.6,0.3,0.25,0.2,P,3/10
2577,STAGE,Glou. With all my heart,0.6,0.3,0.25,0.2,P,3/10
2578,STAGE,"Edg. Why I do trifle thus with his dispaire,",0.6,0.3,0.25,0.2,P,3/10
2579,STAGE,Is done to cure it,0.6,0.3,0.25,0.2,P,3/10
2580,STAGE,Glou. O you mighty Gods!,0.6,0.45,0.25,0.2,P,3/10
2581,STAGE,"This world I do renounce, and in your sights",0.6,0.3,0.25,0.2,P,3/10
2582,STAGE,Shake patiently my great affliction off:,0.6,0.3,0.25,0.2,P,3/10
2583,STAGE,"If I could beare it longer, and not fall",0.6,0.3,0.25,0.2,P,3/10
2584,STAGE,"To quarrell with your great opposelesse willes,",0.6,0.3,0.25,0.2,P,3/10
2585,STAGE,"My snuffe, and loathed part of Nature should",0.6,0.3,0.25,0.2,P,3/10
2586,STAGE,"Burne it selfe out. If Edgar liue, O blesse him:",0.6,0.3,0.24,0.2,P,3/10
2587,STAGE,"Now Fellow, fare thee well",0.6,0.3,0.24,0.2,P,3/10
2588,STAGE,"Edg. Gone Sir, farewell:",0.6,0.3,0.24,0.2,P,3/10
2589,STAGE,And yet I know not how conceit may rob,0.6,0.3,0.24,0.2,P,3/10
2590,STAGE,"The Treasury of life, when life it selfe",0.6,0.3,0.24,0.2,P,3/10
2591,STAGE,"Yeelds to the Theft. Had he bin where he thought,",0.61,0.3,0.24,0.2,P,3/10
2592,STAGE,"By this had thought bin past. Aliue, or dead?",0.61,0.5,0.24,0.2,P,3/10
2593,STAGE,"Hoa, you Sir: Friend, heare you Sir, speake:",0.61,0.3,0.24,0.2,P,3/10
2594,STAGE,Thus might he passe indeed: yet he reuiues.,0.61,0.3,0.24,0.2,P,3/10
2595,STAGE,What are you Sir?,0.61,0.5,0.24,0.2,P,3/10
2596,STAGE,"Glou. Away, and let me dye",0.61,0.3,0.24,0.2,P,3/10
2597,STAGE,Edg. Had'st thou beene ought,0.61,0.3,0.24,0.2,P,3/10
2598,STAGE,"But Gozemore, Feathers, Ayre,",0.61,0.3,0.24,0.2,P,3/10
2599,STAGE,Thou'dst shiuer'd like an Egge: but thou do'st breath:,0.61,0.3,0.24,0.2,P,3/10
2600,STAGE,"Hast heauy substance, bleed'st not, speak'st, art sound,",0.61,0.3,0.24,0.2,P,3/10
2601,STAGE,"Ten Masts at each, make not the altitude",0.61,0.3,0.24,0.2,P,3/10
2602,STAGE,"Which thou hast perpendicularly fell,",0.61,0.3,0.24,0.2,P,3/10
2603,STAGE,Thy life's a Myracle. Speake yet againe,0.61,0.3,0.24,0.2,P,3/10
2604,STAGE,"Glou. But haue I falne, or no?",0.61,0.5,0.24,0.2,P,3/10
2605,STAGE,Edg. From the dread Somnet of this Chalkie Bourne,0.61,0.3,0.24,0.2,P,3/10
2606,STAGE,"Looke vp a height, the shrill-gorg'd Larke so farre",0.61,0.3,0.24,0.2,P,3/10
2607,STAGE,"Cannot be seene, or heard: Do but looke vp",0.61,0.3,0.24,0.2,P,3/10
2608,STAGE,"Glou. Alacke, I haue no eyes:",0.61,0.3,0.24,0.2,P,3/10
2609,STAGE,Is wretchednesse depriu'd that benefit,0.61,0.3,0.24,0.2,P,3/10
2610,STAGE,"To end it selfe by death? 'Twas yet some comfort,",0.71,0.5,0.24,0.2,P,2/10
2611,STAGE,"When misery could beguile the Tyrants rage,",0.61,0.3,0.24,0.2,P,3/10
2612,STAGE,And frustrate his proud will,0.61,0.3,0.24,0.2,P,3/10
2613,STAGE,Edg. Giue me your arme.,0.61,0.3,0.24,0.2,P,3/10
2614,STAGE,"Vp, so: How is't? Feele you your Legges? You stand",0.61,0.7,0.24,0.2,P,3/10
2615,STAGE,"Glou. Too well, too well",0.61,0.3,0.24,0.2,P,3/10
2616,STAGE,"Edg. This is aboue all strangenesse,",0.61,0.3,0.24,0.2,P,3/10
2617,STAGE,Vpon the crowne o'th' Cliffe. What thing was that,0.61,0.3,0.24,0.2,P,3/10
2618,STAGE,Which parted from you?,0.61,0.5,0.24,0.2,P,3/10
2619,STAGE,Glou. A poore vnfortunate Beggar,0.61,0.3,0.24,0.2,P,3/10
2620,STAGE,"Edg. As I stood heere below, me thought his eyes",0.61,0.3,0.24,0.2,P,3/10
2621,STAGE,"Were two full Moones: he had a thousand Noses,",0.61,0.3,0.23,0.2,P,3/10
2622,STAGE,"Hornes wealk'd, and waued like the enraged Sea:",0.61,0.3,0.23,0.2,P,3/10
2623,STAGE,"It was some Fiend: Therefore thou happy Father,",0.61,0.3,0.23,0.2,P,3/10
2624,STAGE,"Thinke that the cleerest Gods, who make them Honors",0.61,0.3,0.23,0.2,P,3/10
2625,STAGE,"Of mens Impossibilities, haue preserued thee",0.61,0.3,0.23,0.2,P,3/10
2626,STAGE,Glou. I do remember now: henceforth Ile beare,0.61,0.3,0.23,0.2,P,3/10
2627,STAGE,"Affliction, till it do cry out it selfe",0.61,0.3,0.23,0.2,P,3/10
2628,STAGE,"Enough, enough, and dye. That thing you speake of,",0.61,0.3,0.23,0.2,P,3/10
2629,STAGE,I tooke it for a man: often 'twould say,0.61,0.3,0.23,0.2,P,3/10
2630,STAGE,"The Fiend, the Fiend, he led me to that place",0.61,0.3,0.23,0.2,P,3/10
2631,STAGE,Edgar. Beare free and patient thoughts.,0.61,0.3,0.23,0.2,P,3/10
2632,STAGE,Enter Lear.,0.61,0.3,0.23,0.2,P,3/10
2633,STAGE,But who comes heere?,0.62,0.5,0.23,0.2,P,3/10
2634,STAGE,The safer sense will ne're accommodate,0.62,0.3,0.23,0.2,P,3/10
2635,STAGE,His Master thus,0.62,0.3,0.23,0.2,P,3/10
2636,STAGE,"Lear. No, they cannot touch me for crying. I am the",0.62,0.3,0.23,0.2,P,3/10
2637,STAGE,King himselfe,0.62,0.3,0.23,0.2,P,3/10
2638,STAGE,Edg. O thou side-piercing sight!,0.62,0.45,0.23,0.2,P,3/10
2639,STAGE,"Lear. Nature's aboue Art, in that respect. Ther's your",0.62,0.3,0.23,0.2,P,3/10
2640,STAGE,"Presse-money. That fellow handles his bow, like a Crowkeeper:",0.62,0.3,0.23,0.2,P,3/10
2641,STAGE,"draw mee a Cloathiers yard. Looke, looke, a",0.62,0.3,0.23,0.2,P,3/10
2642,STAGE,"Mouse: peace, peace, this peece of toasted Cheese will",0.62,0.3,0.23,0.2,P,3/10
2643,STAGE,"doo't. There's my Gauntlet, Ile proue it on a Gyant.",0.62,0.3,0.23,0.2,P,3/10
2644,STAGE,Bring vp the browne Billes. O well flowne Bird: i'th',0.62,0.3,0.23,0.2,P,3/10
2645,STAGE,"clout, i'th' clout: Hewgh. Giue the word",0.62,0.3,0.23,0.2,P,3/10
2646,STAGE,Edg. Sweet Mariorum,0.62,0.3,0.23,0.2,P,3/10
2647,STAGE,Lear. Passe,0.62,0.3,0.23,0.2,P,3/10
2648,STAGE,Glou. I know that voice,0.62,0.3,0.23,0.2,P,3/10
2649,STAGE,Lear. Ha! Gonerill with a white beard? They flatter'd,0.62,0.65,0.23,0.2,P,3/10
2650,STAGE,"me like a Dogge, and told mee I had the white hayres in",0.62,0.3,0.23,0.2,P,3/10
2651,STAGE,"my Beard, ere the blacke ones were there. To say I, and",0.62,0.3,0.23,0.2,P,3/10
2652,STAGE,"no, to euery thing that I said: I, and no too, was no good",0.62,0.3,0.23,0.2,P,3/10
2653,STAGE,"Diuinity. When the raine came to wet me once, and the",0.62,0.3,0.23,0.2,P,3/10
2654,STAGE,winde to make me chatter: when the Thunder would not,0.62,0.3,0.23,0.2,P,3/10
2655,STAGE,"peace at my bidding, there I found 'em, there I smelt 'em",0.62,0.3,0.22,0.2,P,3/10
2656,STAGE,"out. Go too, they are not men o'their words; they told",0.62,0.3,0.22,0.2,P,3/10
2657,STAGE,"me, I was euery thing: 'Tis a Lye, I am not Agu-proofe",0.62,0.3,0.22,0.2,P,3/10
2658,STAGE,"Glou. The tricke of that voyce, I do well remember:",0.62,0.3,0.22,0.2,P,3/10
2659,STAGE,Is't not the King?,0.62,0.5,0.22,0.2,P,3/10
2660,STAGE,"Lear. I, euery inch a King.",0.62,0.3,0.22,0.2,P,3/10
2661,STAGE,"When I do stare, see how the Subiect quakes.",0.62,0.3,0.22,0.2,P,3/10
2662,STAGE,I pardon that mans life. What was thy cause?,0.62,0.5,0.22,0.2,P,3/10
2663,STAGE,Adultery? thou shalt not dye: dye for Adultery?,0.62,0.7,0.22,0.2,P,3/10
2664,STAGE,"No, the Wren goes too't, and the small gilded Fly",0.62,0.3,0.22,0.2,P,3/10
2665,STAGE,Do's letcher in my sight. Let Copulation thriue:,0.62,0.3,0.22,0.2,P,3/10
2666,STAGE,"For Glousters bastard Son was kinder to his Father,",0.62,0.3,0.22,0.2,P,3/10
2667,STAGE,Then my Daughters got 'tweene the lawfull sheets.,0.62,0.3,0.22,0.2,P,3/10
2668,STAGE,"Too't Luxury pell-mell, for I lacke Souldiers.",0.62,0.3,0.22,0.2,P,3/10
2669,STAGE,"Behold yond simpring Dame, whose face betweene her",0.62,0.3,0.22,0.2,P,3/10
2670,STAGE,"Forkes presages Snow; that minces Vertue, & do's shake",0.62,0.3,0.22,0.2,P,3/10
2671,STAGE,"the head to heare of pleasures name. The Fitchew, nor",0.62,0.3,0.22,0.2,P,3/10
2672,STAGE,the soyled Horse goes too't with a more riotous appetite:,0.62,0.3,0.22,0.2,P,3/10
2673,STAGE,"Downe from the waste they are Centaures, though",0.62,0.3,0.22,0.2,P,3/10
2674,STAGE,"Women all aboue: but to the Girdle do the Gods inherit,",0.62,0.3,0.22,0.2,P,3/10
2675,STAGE,"beneath is all the Fiends. There's hell, there's darkenes,",0.62,0.3,0.22,0.2,P,3/10
2676,STAGE,"there is the sulphurous pit; burning, scalding, stench,",0.63,0.3,0.22,0.2,P,3/10
2677,STAGE,"consumption: Fye, fie, fie; pah, pah: Giue me an Ounce",0.63,0.3,0.22,0.2,P,3/10
2678,STAGE,of Ciuet; good Apothecary sweeten my immagination:,0.63,0.3,0.22,0.2,P,3/10
2679,STAGE,There's money for thee,0.63,0.3,0.22,0.2,P,3/10
2680,STAGE,Glou. O let me kisse that hand,0.63,0.3,0.22,0.2,P,3/10
2681,STAGE,"Lear. Let me wipe it first,",0.63,0.3,0.22,0.2,P,3/10
2682,STAGE,It smelles of Mortality,0.63,0.3,0.22,0.2,P,3/10
2683,STAGE,"Glou. O ruin'd peece of Nature, this great world",0.63,0.3,0.22,0.2,P,3/10
2684,STAGE,Shall so weare out to naught.,0.63,0.3,0.22,0.2,P,3/10
2685,STAGE,Do'st thou know me?,0.63,0.5,0.22,0.2,P,3/10
2686,STAGE,Lear. I remember thine eyes well enough: dost thou,0.63,0.3,0.22,0.2,P,3/10
2687,STAGE,"squiny at me? No, doe thy worst blinde Cupid, Ile not",0.63,0.5,0.22,0.2,P,3/10
2688,STAGE,"loue. Reade thou this challenge, marke but the penning",0.63,0.3,0.22,0.2,P,3/10
2689,STAGE,of it,0.63,0.3,0.21,0.2,P,3/10
2690,STAGE,"Glou. Were all thy Letters Sunnes, I could not see",0.63,0.3,0.21,0.2,P,3/10
2691,STAGE,"Edg. I would not take this from report,",0.63,0.3,0.21,0.2,P,3/10
2692,STAGE,"It is, and my heart breakes at it",0.63,0.3,0.21,0.2,P,3/10
2693,STAGE,Lear. Read,0.63,0.3,0.21,0.2,P,3/10
2694,STAGE,Glou. What with the Case of eyes?,0.63,0.5,0.21,0.2,P,3/10
2695,STAGE,"Lear. Oh ho, are you there with me? No eies in your",0.63,0.5,0.21,0.2,P,3/10
2696,STAGE,"head, nor no mony in your purse? Your eyes are in a heauy",0.63,0.5,0.21,0.2,P,3/10
2697,STAGE,"case, your purse in a light, yet you see how this world",0.63,0.3,0.21,0.2,P,3/10
2698,STAGE,goes,0.63,0.3,0.21,0.2,P,3/10
2699,STAGE,Glou. I see it feelingly,0.63,0.3,0.21,0.2,P,3/10
2700,STAGE,"Lear. What, art mad? A man may see how this world",0.73,0.5,0.21,0.2,P,2/10
2701,STAGE,"goes, with no eyes. Looke with thine eares: See how",0.63,0.3,0.21,0.2,P,3/10
2702,STAGE,yond Iustice railes vpon yond simple theefe. Hearke in,0.63,0.3,0.21,0.2,P,3/10
2703,STAGE,"thine eare: Change places, and handy-dandy, which is",0.63,0.3,0.21,0.2,P,3/10
2704,STAGE,"the Iustice, which is the theefe: Thou hast seene a Farmers",0.63,0.3,0.21,0.2,P,3/10
2705,STAGE,dogge barke at a Beggar?,0.63,0.5,0.21,0.2,P,3/10
2706,STAGE,Glou. I Sir,0.63,0.3,0.21,0.2,P,3/10
2707,STAGE,Lear. And the Creature run from the Cur: there thou,0.63,0.3,0.21,0.2,P,3/10
2708,STAGE,"might'st behold the great image of Authoritie, a Dogg's",0.63,0.3,0.21,0.2,P,3/10
2709,STAGE,"obey'd in Office. Thou, Rascall Beadle, hold thy bloody",0.73,0.3,0.21,0.2,P,2/10
2710,STAGE,hand: why dost thou lash that Whore? Strip thy owne,0.63,0.5,0.21,0.2,P,3/10
2711,STAGE,"backe, thou hotly lusts to vse her in that kind, for which",0.63,0.3,0.21,0.2,P,3/10
2712,STAGE,thou whip'st her. The Vsurer hangs the Cozener. Thorough,0.63,0.3,0.21,0.2,P,3/10
2713,STAGE,"tatter'd cloathes great Vices do appeare: Robes,",0.63,0.3,0.21,0.2,P,3/10
2714,STAGE,"and Furr'd gownes hide all. Place sinnes with Gold, and",0.63,0.3,0.21,0.2,P,3/10
2715,STAGE,"the strong Lance of Iustice, hurtlesse breakes: Arme it in",0.63,0.3,0.21,0.2,P,3/10
2716,STAGE,"ragges, a Pigmies straw do's pierce it. None do's offend,",0.63,0.3,0.21,0.2,P,3/10
2717,STAGE,"none, I say none, Ile able 'em; take that of me my Friend,",0.63,0.3,0.21,0.2,P,3/10
2718,STAGE,who haue the power to seale th' accusers lips. Get thee,0.63,0.3,0.21,0.2,P,3/10
2719,STAGE,"glasse-eyes, and like a scuruy Politician, seeme to see the",0.64,0.3,0.21,0.2,P,3/10
2720,STAGE,"things thou dost not. Now, now, now, now. Pull off my",0.64,0.3,0.21,0.2,P,3/10
2721,STAGE,"Bootes: harder, harder, so",0.64,0.3,0.21,0.2,P,3/10
2722,STAGE,"Edg. O matter, and impertinency mixt,",0.64,0.3,0.21,0.2,P,3/10
2723,STAGE,Reason in Madnesse,0.74,0.3,0.2,0.2,P,2/10
2724,STAGE,"Lear. If thou wilt weepe my Fortunes, take my eyes.",0.64,0.3,0.2,0.2,P,3/10
2725,STAGE,"I know thee well enough, thy name is Glouster:",0.64,0.3,0.2,0.2,P,3/10
2726,STAGE,Thou must be patient; we came crying hither:,0.64,0.3,0.2,0.2,P,3/10
2727,STAGE,"Thou know'st, the first time that we smell the Ayre",0.64,0.3,0.2,0.2,P,3/10
2728,STAGE,"We wawle, and cry. I will preach to thee: Marke",0.64,0.3,0.2,0.2,P,3/10
2729,STAGE,"Glou. Alacke, alacke the day",0.64,0.3,0.2,0.2,P,3/10
2730,STAGE,"Lear. When we are borne, we cry that we are come",0.64,0.3,0.2,0.2,P,3/10
2731,STAGE,To this great stage of Fooles. This a good blocke:,0.64,0.3,0.2,0.2,P,3/10
2732,STAGE,It were a delicate stratagem to shoo,0.64,0.3,0.2,0.2,P,3/10
2733,STAGE,"A Troope of Horse with Felt: Ile put't in proofe,",0.64,0.3,0.2,0.2,P,3/10
2734,STAGE,"And when I haue stolne vpon these Son in Lawes,",0.64,0.3,0.2,0.2,P,3/10
2735,STAGE,"Then kill, kill, kill, kill, kill, kill.",0.74,0.3,0.2,0.2,P,2/10
2736,STAGE,Enter a Gentleman.,0.64,0.3,0.2,0.2,P,3/10
2737,STAGE,"Gent. Oh heere he is: lay hand vpon him, Sir.",0.64,0.3,0.2,0.2,P,3/10
2738,STAGE,Your most deere Daughter-,0.64,0.3,0.2,0.2,P,3/10
2739,STAGE,"Lear. No rescue? What, a Prisoner? I am euen",0.64,0.7,0.2,0.2,P,3/10
2740,STAGE,"The Naturall Foole of Fortune. Vse me well,",0.64,0.3,0.2,0.2,P,3/10
2741,STAGE,"You shall haue ransome. Let me haue Surgeons,",0.64,0.3,0.2,0.2,P,3/10
2742,STAGE,I am cut to'th' Braines,0.64,0.3,0.2,0.2,P,3/10
2743,STAGE,Gent. You shall haue any thing,0.64,0.3,0.2,0.2,P,3/10
2744,STAGE,Lear. No Seconds? All my selfe?,0.64,0.7,0.2,0.2,P,3/10
2745,STAGE,"Why, this would make a man, a man of Salt",0.64,0.3,0.2,0.2,P,3/10
2746,STAGE,"To vse his eyes for Garden water-pots. I wil die brauely,",0.64,0.3,0.2,0.2,P,3/10
2747,STAGE,Like a smugge Bridegroome. What? I will be Iouiall:,0.64,0.5,0.2,0.2,P,3/10
2748,STAGE,"Come, come, I am a King, Masters, know you that?",0.64,0.5,0.2,0.2,P,3/10
2749,STAGE,"Gent. You are a Royall one, and we obey you",0.64,0.3,0.2,0.2,P,3/10
2750,STAGE,"Lear. Then there's life in't. Come, and you get it,",0.64,0.3,0.2,0.2,P,3/10
2751,STAGE,"You shall get it by running: Sa, sa, sa, sa.",0.64,0.3,0.2,0.2,P,3/10
2752,STAGE,Enter.,0.64,0.3,0.2,0.2,P,3/10
2753,STAGE,"Gent. A sight most pittifull in the meanest wretch,",0.64,0.3,0.2,0.2,P,3/10
2754,STAGE,Past speaking of in a King. Thou hast a Daughter,0.64,0.3,0.2,0.2,P,3/10
2755,STAGE,Who redeemes Nature from the generall curse,0.64,0.3,0.2,0.2,P,3/10
2756,STAGE,Which twaine haue brought her to,0.64,0.3,0.2,0.2,P,3/10
2757,STAGE,Edg. Haile gentle Sir,0.64,0.3,0.2,0.2,P,3/10
2758,STAGE,"Gent. Sir, speed you: what's your will?",0.64,0.5,0.19,0.2,P,3/10
2759,STAGE,Edg. Do you heare ought (Sir) of a Battell toward,0.64,0.3,0.19,0.2,P,3/10
2760,STAGE,"Gent. Most sure, and vulgar:",0.64,0.3,0.19,0.2,P,3/10
2761,STAGE,"Euery one heares that, which can distinguish sound",0.64,0.3,0.19,0.2,P,3/10
2762,STAGE,Edg. But by your fauour:,0.65,0.3,0.19,0.2,P,3/10
2763,STAGE,How neere's the other Army?,0.65,0.5,0.19,0.2,P,3/10
2764,STAGE,"Gent. Neere, and on speedy foot: the maine descry",0.65,0.3,0.19,0.2,P,3/10
2765,STAGE,Stands on the hourely thought,0.65,0.3,0.19,0.2,P,3/10
2766,STAGE,"Edg. I thanke you Sir, that's all",0.65,0.3,0.19,0.2,P,3/10
2767,STAGE,Gent. Though that the Queen on special cause is here,0.65,0.3,0.19,0.2,P,3/10
2768,STAGE,Her Army is mou'd on.,0.65,0.3,0.19,0.2,P,3/10
2769,STAGE,Enter.,0.65,0.3,0.19,0.2,P,3/10
2770,STAGE,Edg. I thanke you Sir,0.65,0.3,0.19,0.2,P,3/10
2771,STAGE,"Glou. You euer gentle Gods, take my breath from me,",0.65,0.3,0.19,0.2,P,3/10
2772,STAGE,Let not my worser Spirit tempt me againe,0.65,0.3,0.19,0.2,P,3/10
2773,STAGE,To dye before you please,0.65,0.3,0.19,0.2,P,3/10
2774,STAGE,Edg. Well pray you Father,0.65,0.3,0.19,0.2,P,3/10
2775,STAGE,"Glou. Now good sir, what are you?",0.65,0.5,0.19,0.2,P,3/10
2776,STAGE,"Edg. A most poore man, made tame to Fortunes blows",0.75,0.3,0.19,0.2,P,2/10
2777,STAGE,"Who, by the Art of knowne, and feeling sorrowes,",0.65,0.3,0.19,0.2,P,3/10
2778,STAGE,"Am pregnant to good pitty. Giue me your hand,",0.65,0.3,0.19,0.2,P,3/10
2779,STAGE,Ile leade you to some biding,0.65,0.3,0.19,0.2,P,3/10
2780,STAGE,Glou. Heartie thankes:,0.65,0.3,0.19,0.2,P,3/10
2781,STAGE,"The bountie, and the benizon of Heauen",0.65,0.3,0.19,0.2,P,3/10
2782,STAGE,"To boot, and boot.",0.65,0.3,0.19,0.2,P,3/10
2783,STAGE,Enter Steward.,0.65,0.3,0.19,0.2,P,3/10
2784,STAGE,Stew. A proclaim'd prize: most happie,0.65,0.3,0.19,0.2,P,3/10
2785,STAGE,"That eyelesse head of thine, was first fram'd flesh",0.65,0.3,0.19,0.2,P,3/10
2786,STAGE,"To raise my fortunes. Thou old, vnhappy Traitor,",0.65,0.3,0.19,0.2,P,3/10
2787,STAGE,Breefely thy selfe remember: the Sword is out,0.65,0.3,0.19,0.2,P,3/10
2788,STAGE,That must destroy thee,0.65,0.3,0.19,0.2,P,3/10
2789,STAGE,Glou. Now let thy friendly hand,0.65,0.3,0.19,0.2,P,3/10
2790,STAGE,Put strength enough too't,0.65,0.3,0.19,0.2,P,3/10
2791,STAGE,"Stew. Wherefore, bold Pezant,",0.65,0.3,0.19,0.2,P,3/10
2792,STAGE,"Dar'st thou support a publish'd Traitor? Hence,",0.65,0.5,0.18,0.2,P,3/10
2793,STAGE,Least that th' infection of his fortune take,0.65,0.3,0.18,0.2,P,3/10
2794,STAGE,Like hold on thee. Let go his arme,0.65,0.3,0.18,0.2,P,3/10
2795,STAGE,"Edg. Chill not let go Zir,",0.65,0.3,0.18,0.2,P,3/10
2796,STAGE,Without vurther 'casion,0.65,0.3,0.18,0.2,P,3/10
2797,STAGE,"Stew. Let go Slaue, or thou dy'st",0.65,0.3,0.18,0.2,P,3/10
2798,STAGE,"Edg. Good Gentleman goe your gate, and let poore",0.65,0.3,0.18,0.2,P,3/10
2799,STAGE,"volke passe: and 'chud ha' bin zwaggerd out of my life,",0.65,0.3,0.18,0.2,P,3/10
2800,STAGE,"'twould not ha' bin zo long as 'tis, by a vortnight. Nay,",0.65,0.3,0.18,0.2,P,3/10
2801,STAGE,"come not neere th' old man: keepe out che vor' ye, or Ile",0.65,0.3,0.18,0.2,P,3/10
2802,STAGE,"try whither your Costard, or my Ballow be the harder;",0.65,0.3,0.18,0.2,P,3/10
2803,STAGE,chill be plaine with you,0.65,0.3,0.18,0.2,P,3/10
2804,STAGE,Stew. Out Dunghill,0.65,0.3,0.18,0.2,P,3/10
2805,STAGE,"Edg. Chill picke your teeth Zir: come, no matter vor",0.66,0.3,0.18,0.2,P,3/10
2806,STAGE,your foynes,0.66,0.3,0.18,0.2,P,3/10
2807,STAGE,"Stew. Slaue thou hast slaine me: Villain, take my purse;",0.66,0.3,0.18,0.2,P,3/10
2808,STAGE,"If euer thou wilt thriue, bury my bodie,",0.66,0.3,0.18,0.2,P,3/10
2809,STAGE,"And giue the Letters which thou find'st about me,",0.66,0.3,0.18,0.2,P,3/10
2810,STAGE,To Edmund Earle of Glouster: seeke him out,0.66,0.3,0.18,0.2,P,3/10
2811,STAGE,"Vpon the English party. Oh vntimely death, death",0.76,0.3,0.18,0.2,P,2/10
2812,STAGE,"Edg. I know thee well. A seruiceable Villaine,",0.66,0.3,0.18,0.2,P,3/10
2813,STAGE,"As duteous to the vices of thy Mistris,",0.66,0.3,0.18,0.2,P,3/10
2814,STAGE,As badnesse would desire,0.66,0.3,0.18,0.2,P,3/10
